,client_id,Variation,mode,result,Time_AVG,total_time
28449,6038666,Test,start,not succeed,0.0,
28450,7920394,Test,,succeed,56.8,227.0
28451,9659405,Control,start,not succeed,0.0,
28452,6417444,Test,,succeed,62.5,250.0
28453,5989925,Test,,succeed,231.8,927.0
28454,801206,Control,,succeed,54.5,218.0
28455,146205,Control,,succeed,27.5,110.0
28456,2567155,Test,start,error,0.0,
28457,4988214,Test,confirm,error,0.0,
28458,6951699,Control,start,error,0.0,
28459,8628870,Control,,succeed,46.2,185.0
28460,4671118,Test,,succeed,22.2,89.0
28461,4740171,Test,start,not succeed,0.0,
28462,9592984,Test,confirm,error,0.0,
28463,3113411,Control,,succeed,205.2,821.0
28464,2452704,Control,start,not succeed,0.0,
28465,4651414,Test,start,not succeed,0.0,
28466,3455403,Test,start,not succeed,0.0,
28467,3346321,Test,start,not succeed,0.0,
28468,8139839,Control,confirm,error,0.0,
28469,8057726,Control,start,not succeed,0.0,
28470,567010,Control,start,not succeed,0.0,
28471,9037822,Control,start,not succeed,0.0,
28472,3539265,Control,confirm,error,0.0,
28473,5932743,Control,start,not succeed,0.0,
28474,6895833,Test,confirm,error,0.0,
28475,1001101,Test,confirm,error,0.0,
28476,3984566,Control,,succeed,53.5,214.0
28477,394629,Test,,succeed,23.0,92.0
28478,5815996,Control,,succeed,178.5,714.0
28479,6026701,Test,start,not succeed,0.0,
28480,1264732,Test,start,error,0.0,
28481,848708,Control,step_1,error,0.0,
28482,614793,Control,confirm,error,0.0,
28483,3135355,Test,,succeed,39.0,156.0
28484,225062,Control,start,not succeed,0.0,
28485,2561603,Control,confirm,error,0.0,
28486,8538371,Control,start,not succeed,0.0,
28487,618725,Test,,succeed,36.5,146.0
28488,6780449,Control,,succeed,59.5,238.0
28489,6868337,Test,,succeed,22.0,88.0
28490,1494303,Control,start,not succeed,0.0,
28491,4219512,Test,start,not succeed,0.0,
28492,8541230,Test,start,not succeed,0.0,
28493,6487753,Control,start,not succeed,0.0,
28494,5874365,Test,step_3,error,0.0,
28495,9370276,Test,confirm,error,0.0,
28496,4480133,Control,,succeed,65.5,262.0
28497,2496055,Control,start,not succeed,0.0,
28498,8456308,Test,confirm,error,0.0,
28499,3035523,Test,start,not succeed,0.0,
28500,6857321,Test,start,not succeed,0.0,
28501,9390306,Control,start,not succeed,0.0,
28502,1572656,Control,,succeed,34.5,138.0
28503,6013375,Control,start,not succeed,0.0,
28504,719883,Control,,succeed,80.0,320.0
28505,7015396,Test,confirm,error,0.0,
28506,6650627,Control,start,not succeed,0.0,
28507,9887604,Control,start,not succeed,0.0,
28508,7996810,Control,step_1,error,0.0,
28509,6198294,Test,confirm,error,0.0,
28510,1378191,Test,start,not succeed,0.0,
28511,5056326,Control,,succeed,28.8,115.0
28512,9565543,Control,confirm,error,0.0,
28513,4270276,Test,start,not succeed,0.0,
28514,451805,Control,,succeed,52.2,209.0
28515,9368637,Control,confirm,error,0.0,
28516,147316,Control,confirm,error,0.0,
28517,8046472,Test,start,not succeed,0.0,
28518,4966245,Control,confirm,error,0.0,
28519,3948065,Control,start,not succeed,0.0,
28520,9814833,Control,,succeed,42.5,170.0
28521,2056534,Control,start,not succeed,0.0,
28522,5351413,Test,,succeed,58.2,233.0
28523,4601112,Control,step_1,error,0.0,
28524,5095048,Control,start,error,0.0,
28525,6747044,Control,confirm,error,0.0,
28526,7821049,Control,start,not succeed,0.0,
28527,6618240,Test,confirm,error,0.0,
28528,1972168,Test,confirm,error,0.0,
28529,124614,Test,,succeed,43.0,172.0
28530,3298633,Control,,succeed,134.5,538.0
28531,8921152,Control,start,not succeed,0.0,
28532,5100842,Control,start,not succeed,0.0,
28533,8587319,Control,,succeed,28.0,112.0
28534,2294048,Control,confirm,error,0.0,
28535,6371557,Control,start,not succeed,0.0,
28536,7621143,Control,step_1,error,0.0,
28537,4057296,Control,,succeed,75.5,302.0
28538,130952,Test,start,error,0.0,
28539,2636290,Test,confirm,error,0.0,
28540,2590779,Control,confirm,error,0.0,
28541,2431205,Control,start,not succeed,0.0,
28542,3597029,Test,start,not succeed,0.0,
28543,4783085,Test,start,not succeed,0.0,
28544,6524118,Test,,succeed,35.0,140.0
28545,305138,Control,start,not succeed,0.0,
28546,7558128,Test,start,not succeed,0.0,
28547,4401157,Test,confirm,error,0.0,
28548,2102662,Test,confirm,error,0.0,
28549,2122128,Test,,succeed,45.5,182.0
28550,9600414,Control,start,not succeed,0.0,
28551,7535944,Test,,succeed,37.2,149.0
28552,6670895,Test,step_1,error,0.0,
28553,7848790,Test,start,not succeed,0.0,
28554,259061,Control,confirm,error,0.0,
28555,8262020,Test,,succeed,26.5,106.0
28556,406039,Test,start,not succeed,0.0,
28557,8832552,Test,,succeed,37.8,151.0
28558,8609264,Test,confirm,error,0.0,
28559,455078,Test,confirm,error,0.0,
28560,5260896,Control,confirm,error,0.0,
28561,4997941,Control,,succeed,40.0,160.0
28562,7155688,Control,confirm,error,0.0,
28563,9893613,Control,step_1,error,0.0,
28564,6535901,Test,start,not succeed,0.0,
28565,8094315,Test,,succeed,56.8,227.0
28566,2467238,Control,confirm,error,0.0,
28567,3156612,Test,start,not succeed,0.0,
28568,4341826,Control,confirm,error,0.0,
28569,5301524,Control,step_1,error,0.0,
28570,2413185,Control,start,not succeed,0.0,
28571,7624052,Test,start,not succeed,0.0,
28572,6735878,Test,start,not succeed,0.0,
28573,8833500,Control,start,not succeed,0.0,
28574,753497,Control,start,not succeed,0.0,
28575,2152047,Test,,succeed,33.8,135.0
28576,2156245,Control,,succeed,72.8,291.0
28577,4276469,Test,,succeed,26.2,105.0
28578,2662280,Test,start,not succeed,0.0,
28579,7424578,Test,,succeed,23.8,95.0
28580,6935603,Test,,succeed,46.5,186.0
28581,7764616,Control,confirm,error,0.0,
28582,8145262,Test,confirm,error,0.0,
28583,8413298,Control,confirm,error,0.0,
28584,5671912,Control,,succeed,159.0,636.0
28585,117621,Control,confirm,error,0.0,
28586,1788204,Test,,succeed,63.5,254.0
28587,1939527,Test,confirm,error,0.0,
28588,4885619,Test,start,not succeed,0.0,
28589,5479150,Control,,succeed,126.8,507.0
28590,9740305,Control,start,not succeed,0.0,
28591,9325737,Control,start,not succeed,0.0,
28592,6588167,Control,start,not succeed,0.0,
28593,216445,Control,confirm,error,0.0,
28594,3397622,Test,confirm,error,0.0,
28595,6679118,Test,start,not succeed,0.0,
28596,7845538,Control,start,not succeed,0.0,
28597,9823613,Control,start,not succeed,0.0,
28598,8407612,Test,start,not succeed,0.0,
28599,2210369,Control,,succeed,177.8,711.0
28600,40283,Test,start,not succeed,0.0,
28601,6101609,Control,start,not succeed,0.0,
28602,1681498,Control,start,not succeed,0.0,
28603,206871,Test,start,not succeed,0.0,
28604,142695,Test,start,not succeed,0.0,
28605,1106518,Control,start,not succeed,0.0,
28606,8107974,Test,,succeed,56.8,227.0
28607,938741,Test,,succeed,26.8,107.0
28608,4071492,Control,step_1,error,0.0,
28609,3736142,Test,confirm,error,0.0,
28610,6826096,Test,start,not succeed,0.0,
28611,6785480,Test,step_1,not succeed,0.0,
28612,7396897,Control,start,not succeed,0.0,
28613,7258457,Test,,succeed,49.8,199.0
28614,6813752,Test,start,not succeed,0.0,
28615,2127772,Test,,succeed,195.2,781.0
28616,5037815,Control,confirm,error,0.0,
28617,852877,Test,start,error,0.0,
28618,2774365,Control,confirm,error,0.0,
28619,62498,Control,start,not succeed,0.0,
28620,3429201,Control,,succeed,130.2,521.0
28621,2651828,Test,start,not succeed,0.0,
28622,6324016,Control,,succeed,80.0,320.0
28623,9783422,Test,start,not succeed,0.0,
28624,9250672,Test,confirm,error,0.0,
28625,9267164,Control,confirm,error,0.0,
28626,5731147,Test,start,not succeed,0.0,
28627,9862146,Control,confirm,error,0.0,
28628,6346538,Test,confirm,error,0.0,
28629,6742547,Test,,succeed,49.5,198.0
28630,5579581,Test,confirm,error,0.0,
28631,6623011,Test,,succeed,37.0,148.0
28632,7321048,Test,start,not succeed,0.0,
28633,7567165,Control,,succeed,244.0,976.0
28634,7537056,Test,confirm,error,0.0,
28635,4224830,Control,start,not succeed,0.0,
28636,16549,Control,confirm,error,0.0,
28637,72074,Test,confirm,error,0.0,
28638,3677321,Control,,succeed,81.2,325.0
28639,8442966,Control,start,not succeed,0.0,
28640,9364729,Test,confirm,error,0.0,
28641,556046,Test,,succeed,13.8,55.0
28642,5321897,Test,start,not succeed,0.0,
28643,2299180,Control,start,not succeed,0.0,
28644,3561382,Control,,succeed,49.5,198.0
28645,7966133,Test,start,not succeed,0.0,
28646,7304695,Test,confirm,error,0.0,
28647,1556209,Control,confirm,error,0.0,
28648,4330745,Control,,succeed,60.8,243.0
28649,4396676,Control,confirm,error,0.0,
28650,7363662,Test,start,not succeed,0.0,
28651,7528170,Test,,succeed,173.0,692.0
28652,5104552,Test,,succeed,60.5,242.0
28653,9462213,Test,,succeed,66.0,264.0
28654,3787037,Control,step_1,error,0.0,
28655,4323886,Control,start,error,0.0,
28656,9160043,Test,confirm,error,0.0,
28657,4557510,Test,start,not succeed,0.0,
28658,7189695,Test,confirm,error,0.0,
28659,4394027,Control,confirm,error,0.0,
28660,6659541,Test,start,not succeed,0.0,
28661,209532,Control,start,not succeed,0.0,
28662,260727,Test,,succeed,39.8,159.0
28663,3640050,Test,confirm,error,0.0,
28664,6504363,Test,,succeed,86.8,347.0
28665,8632535,Test,start,not succeed,0.0,
28666,3201068,Test,start,not succeed,0.0,
28667,1091725,Control,start,not succeed,0.0,
28668,2896887,Control,,succeed,58.0,232.0
28669,2639289,Control,start,not succeed,0.0,
28670,1758289,Control,,succeed,25.5,102.0
28671,9711004,Test,confirm,error,0.0,
28672,6683468,Control,confirm,error,0.0,
28673,7541202,Test,confirm,error,0.0,
28674,2792508,Control,start,not succeed,0.0,
28675,1752228,Control,confirm,error,0.0,
28676,6238365,Test,,succeed,45.2,181.0
28677,4314735,Test,confirm,error,0.0,
28678,4771742,Test,start,not succeed,0.0,
28679,9742169,Control,start,not succeed,0.0,
28680,8646822,Test,,succeed,16.8,67.0
28681,1350115,Control,,succeed,71.5,286.0
28682,9323446,Control,,succeed,62.5,250.0
28683,4750401,Test,,succeed,46.0,184.0
28684,9832488,Test,confirm,error,0.0,
28685,3577138,Test,start,not succeed,0.0,
28686,6804761,Test,start,not succeed,0.0,
28687,4460301,Test,confirm,error,0.0,
28688,7607365,Test,start,not succeed,0.0,
28689,6071724,Control,start,not succeed,0.0,
28690,9689259,Control,,succeed,77.5,310.0
28691,3432305,Control,,succeed,23.2,93.0
28692,7356175,Control,confirm,error,0.0,
28693,3919386,Test,confirm,error,0.0,
28694,7462323,Control,confirm,error,0.0,
28695,600221,Test,,succeed,89.2,357.0
28696,4819175,Test,confirm,error,0.0,
28697,7623562,Control,,succeed,30.8,123.0
28698,4617245,Control,step_1,error,0.0,
28699,7383801,Test,,succeed,57.8,231.0
28700,5200509,Control,,succeed,36.8,147.0
28701,1878871,Test,,succeed,153.5,614.0
28702,4462647,Test,confirm,error,0.0,
28703,2996184,Control,confirm,error,0.0,
28704,2258357,Control,start,error,0.0,
28705,7959734,Control,start,not succeed,0.0,
28706,1544430,Test,,succeed,67.2,269.0
28707,5847269,Control,confirm,error,0.0,
28708,5514240,Test,confirm,error,0.0,
28709,771061,Test,,succeed,29.2,117.0
28710,4882043,Control,,succeed,51.8,207.0
28711,5687525,Control,,succeed,105.2,421.0
28712,5897504,Control,,succeed,36.5,146.0
28713,7546968,Test,confirm,error,0.0,
28714,3172471,Test,start,not succeed,0.0,
28715,5215088,Control,,succeed,318.2,1273.0
28716,4672667,Control,start,not succeed,0.0,
28717,9722282,Control,,succeed,68.2,273.0
28718,200308,Test,step_1,not succeed,0.0,
28719,2249509,Test,start,not succeed,0.0,
28720,4450397,Control,,succeed,115.8,463.0
28721,1447441,Control,start,not succeed,0.0,
28722,3173931,Test,confirm,error,0.0,
28723,526852,Control,confirm,error,0.0,
28724,3203744,Test,,succeed,27.2,109.0
28725,6409774,Test,start,not succeed,0.0,
28726,9409443,Control,start,not succeed,0.0,
28727,781811,Test,confirm,error,0.0,
28728,741561,Test,,succeed,14.5,58.0
28729,32746,Test,confirm,error,0.0,
28730,2646813,Control,confirm,error,0.0,
28731,3989454,Test,step_1,error,0.0,
28732,1105016,Test,start,not succeed,0.0,
28733,2876859,Test,start,not succeed,0.0,
28734,4632182,Control,start,not succeed,0.0,
28735,8720490,Control,,succeed,267.5,1070.0
28736,9164959,Test,confirm,error,0.0,
28737,9745902,Control,start,not succeed,0.0,
28738,7102262,Control,,succeed,24.5,98.0
28739,2179845,Control,confirm,error,0.0,
28740,6286291,Control,start,not succeed,0.0,
28741,3638086,Test,,succeed,35.2,141.0
28742,2661111,Control,,succeed,292.2,1169.0
28743,5468697,Test,confirm,error,0.0,
28744,1002215,Control,start,not succeed,0.0,
28745,1263238,Test,start,not succeed,0.0,
28746,1129041,Control,,succeed,97.8,391.0
28747,4870905,Control,,succeed,81.0,324.0
28748,5478229,Test,step_2,not succeed,0.0,
28749,4093095,Test,start,not succeed,0.0,
28750,6901638,Control,,succeed,55.2,221.0
28751,8630577,Test,start,not succeed,0.0,
28752,7039635,Test,confirm,error,0.0,
28753,8881896,Control,confirm,error,0.0,
28754,9416016,Test,confirm,error,0.0,
28755,9278592,Test,confirm,error,0.0,
28756,7112502,Control,,succeed,124.8,499.0
28757,2209920,Test,confirm,error,0.0,
28758,4755991,Control,,succeed,143.8,575.0
28759,34501,Control,start,not succeed,0.0,
28760,2218915,Test,start,not succeed,0.0,
28761,4020788,Control,confirm,error,0.0,
28762,8864170,Control,,succeed,77.5,310.0
28763,1608794,Control,start,not succeed,0.0,
28764,9109142,Control,,succeed,46.0,184.0
28765,8307496,Control,start,not succeed,0.0,
28766,7293836,Test,confirm,error,0.0,
28767,828638,Test,confirm,error,0.0,
28768,6672662,Control,,succeed,66.8,267.0
28769,4010832,Control,start,error,0.0,
28770,765875,Test,,succeed,28.5,114.0
28771,6490161,Test,,succeed,17.0,68.0
28772,9378588,Test,,succeed,55.8,223.0
28773,2850353,Test,confirm,error,0.0,
28774,9307063,Test,confirm,error,0.0,
28775,6279664,Control,start,not succeed,0.0,
28776,4930919,Test,confirm,error,0.0,
28777,861217,Test,,succeed,125.5,502.0
28778,2858874,Control,,succeed,37.5,150.0
28779,4302941,Control,confirm,error,0.0,
28780,3987115,Test,confirm,error,0.0,
28781,9525241,Test,,succeed,114.0,456.0
28782,7922586,Test,,succeed,73.2,293.0
28783,1033745,Test,start,not succeed,0.0,
28784,2072025,Test,start,not succeed,0.0,
28785,3968117,Test,confirm,error,0.0,
28786,5567727,Control,,succeed,20.8,83.0
28787,6380010,Control,,succeed,24.0,96.0
28788,6595036,Control,confirm,error,0.0,
28789,1102877,Test,,succeed,39.0,156.0
28790,1371895,Test,confirm,error,0.0,
28791,1664571,Control,,succeed,205.0,820.0
28792,5628601,Control,,succeed,56.5,226.0
28793,6637789,Test,start,not succeed,0.0,
28794,7759679,Test,confirm,error,0.0,
28795,8334353,Control,,succeed,36.5,146.0
28796,8534878,Control,confirm,error,0.0,
28797,7196862,Test,start,not succeed,0.0,
28798,3011825,Control,start,not succeed,0.0,
28799,3983119,Control,start,not succeed,0.0,
28800,419610,Control,start,not succeed,0.0,
28801,6157552,Test,confirm,error,0.0,
28802,9344945,Test,confirm,error,0.0,
28803,6263784,Test,confirm,error,0.0,
28804,284427,Test,,succeed,26.2,105.0
28805,2940782,Control,start,not succeed,0.0,
28806,4777731,Control,,succeed,30.8,123.0
28807,7644619,Test,,succeed,93.2,373.0
28808,5486491,Control,,succeed,226.2,905.0
28809,5559421,Control,,succeed,50.5,202.0
28810,3030068,Control,,succeed,60.0,240.0
28811,1856181,Control,start,not succeed,0.0,
28812,900681,Test,step_1,error,0.0,
28813,7148895,Test,start,not succeed,0.0,
28814,713054,Control,,succeed,51.8,207.0
28815,2684169,Test,start,not succeed,0.0,
28816,2293253,Test,step_3,not succeed,0.0,
28817,6071985,Control,confirm,error,0.0,
28818,2196302,Test,,succeed,35.8,143.0
28819,9026435,Control,,succeed,159.5,638.0
28820,3872764,Test,confirm,error,0.0,
28821,7320092,Control,confirm,error,0.0,
28822,1982897,Test,,succeed,35.5,142.0
28823,7475284,Test,confirm,error,0.0,
28824,9988960,Control,confirm,error,0.0,
28825,7571648,Control,confirm,error,0.0,
28826,8001103,Control,start,not succeed,0.0,
28827,6025281,Control,step_1,error,0.0,
28828,437817,Control,start,not succeed,0.0,
28829,6944354,Test,,succeed,41.2,165.0
28830,2881524,Test,confirm,error,0.0,
28831,7328869,Test,,succeed,45.2,181.0
28832,3907225,Test,confirm,error,0.0,
28833,4598396,Control,confirm,error,0.0,
28834,5582954,Control,confirm,error,0.0,
28835,5836916,Test,,succeed,37.0,148.0
28836,929350,Control,step_1,error,0.0,
28837,5510017,Control,confirm,error,0.0,
28838,5038429,Control,confirm,error,0.0,
28839,7949757,Control,,succeed,68.0,272.0
28840,4467891,Control,start,not succeed,0.0,
28841,9714870,Test,,succeed,36.0,144.0
28842,1755830,Test,confirm,error,0.0,
28843,1991753,Control,,succeed,29.5,118.0
28844,465564,Control,,succeed,56.8,227.0
28845,4275501,Test,confirm,error,0.0,
28846,8776754,Test,start,not succeed,0.0,
28847,3610837,Test,confirm,error,0.0,
28848,7329966,Test,confirm,error,0.0,
28849,4502426,Control,confirm,error,0.0,
28850,4905102,Test,start,not succeed,0.0,
28851,3179231,Test,confirm,error,0.0,
28852,528117,Control,,succeed,111.2,445.0
28853,6099011,Control,start,not succeed,0.0,
28854,8536418,Control,start,not succeed,0.0,
28855,544681,Test,start,not succeed,0.0,
28856,3615947,Control,start,not succeed,0.0,
28857,9784284,Control,start,not succeed,0.0,
28858,5707486,Control,confirm,error,0.0,
28859,1956921,Control,,succeed,164.8,659.0
28860,2682091,Control,step_1,error,0.0,
28861,3881256,Test,start,not succeed,0.0,
28862,4542144,Control,start,not succeed,0.0,
28863,9251955,Test,,succeed,31.0,124.0
28864,6003230,Test,confirm,error,0.0,
28865,5007479,Control,start,not succeed,0.0,
28866,8840854,Control,start,not succeed,0.0,
28867,5877948,Test,confirm,error,0.0,
28868,4914626,Control,,succeed,70.0,280.0
28869,1143562,Control,start,not succeed,0.0,
28870,9120702,Test,confirm,error,0.0,
28871,6901068,Test,confirm,error,0.0,
28872,3495838,Test,confirm,error,0.0,
28873,8239889,Control,,succeed,51.5,206.0
28874,7862915,Test,confirm,error,0.0,
28875,7851008,Control,start,error,0.0,
28876,2337961,Control,,succeed,33.5,134.0
28877,9183251,Test,step_1,error,0.0,
28878,4245137,Control,start,not succeed,0.0,
28879,8750153,Test,start,not succeed,0.0,
28880,2894722,Control,,succeed,60.0,240.0
28881,7749478,Test,start,not succeed,0.0,
28882,2244759,Control,confirm,error,0.0,
28883,142579,Control,confirm,error,0.0,
28884,5328856,Control,,succeed,43.8,175.0
28885,5482499,Test,,succeed,38.5,154.0
28886,5384676,Test,,succeed,37.8,151.0
28887,9450972,Control,confirm,error,0.0,
28888,4203023,Test,,succeed,44.2,177.0
28889,3634458,Control,step_2,not succeed,0.0,
28890,3959645,Test,,succeed,45.5,182.0
28891,8037374,Control,,succeed,28.0,112.0
28892,9801953,Control,start,not succeed,0.0,
28893,826259,Test,confirm,error,0.0,
28894,9642462,Control,confirm,error,0.0,
28895,3110411,Test,confirm,error,0.0,
28896,1535483,Control,start,not succeed,0.0,
28897,5554534,Control,,succeed,212.2,849.0
28898,7795403,Control,,succeed,50.2,201.0
28899,192775,Test,start,not succeed,0.0,
28900,6784733,Control,start,not succeed,0.0,
28901,5209064,Test,start,not succeed,0.0,
28902,327539,Test,,succeed,153.5,614.0
28903,4303935,Control,confirm,error,0.0,
28904,1397874,Test,,succeed,27.8,111.0
28905,4201434,Control,start,not succeed,0.0,
28906,8687548,Test,start,not succeed,0.0,
28907,8198551,Control,confirm,error,0.0,
28908,4760752,Control,confirm,error,0.0,
28909,7528628,Test,start,not succeed,0.0,
28910,5490692,Control,start,not succeed,0.0,
28911,8970514,Test,,succeed,52.8,211.0
28912,6717563,Test,confirm,error,0.0,
28913,1059936,Control,start,not succeed,0.0,
28914,3187530,Test,start,not succeed,0.0,
28915,4640877,Test,,succeed,32.2,129.0
28916,1056837,Test,start,not succeed,0.0,
28917,9691601,Test,confirm,error,0.0,
28918,2917495,Control,,succeed,51.5,206.0
28919,124916,Control,step_1,error,0.0,
28920,9611289,Test,confirm,error,0.0,
28921,7063669,Test,confirm,error,0.0,
28922,506320,Control,,succeed,34.2,137.0
28923,21719,Control,start,not succeed,0.0,
28924,1403776,Test,start,not succeed,0.0,
28925,487056,Test,,succeed,258.2,1033.0
28926,1156656,Control,,succeed,73.8,295.0
28927,2105954,Test,confirm,error,0.0,
28928,7527045,Control,start,not succeed,0.0,
28929,2642558,Control,start,not succeed,0.0,
28930,2131961,Test,start,not succeed,0.0,
28931,4350933,Test,start,not succeed,0.0,
28932,6119432,Test,confirm,error,0.0,
28933,3301121,Control,start,error,0.0,
28934,2545515,Test,,succeed,29.0,116.0
28935,7190924,Control,confirm,error,0.0,
28936,1068616,Test,confirm,error,0.0,
28937,3209283,Test,confirm,error,0.0,
28938,500488,Test,confirm,error,0.0,
28939,7254866,Control,step_1,error,0.0,
28940,4215519,Test,start,not succeed,0.0,
28941,3865974,Test,confirm,error,0.0,
28942,8740888,Test,start,not succeed,0.0,
28943,6463252,Test,confirm,error,0.0,
28944,6269285,Control,,succeed,46.0,184.0
28945,5756895,Test,,succeed,165.8,663.0
28946,3478671,Test,,succeed,86.2,345.0
28947,4389156,Test,,succeed,32.5,130.0
28948,8738777,Test,start,not succeed,0.0,
28949,3675635,Test,start,not succeed,0.0,
28950,3801610,Test,start,not succeed,0.0,
28951,6303786,Test,,succeed,46.2,185.0
28952,7972615,Control,start,not succeed,0.0,
28953,4870954,Control,confirm,error,0.0,
28954,8299838,Control,start,not succeed,0.0,
28955,7436486,Test,start,not succeed,0.0,
28956,6244536,Control,start,not succeed,0.0,
28957,9147871,Test,confirm,error,0.0,
28958,7981938,Control,,succeed,80.0,320.0
28959,2083525,Test,,succeed,70.8,283.0
28960,7445362,Test,,succeed,36.0,144.0
28961,6098651,Control,confirm,error,0.0,
28962,2487043,Control,step_1,error,0.0,
28963,4599654,Control,start,not succeed,0.0,
28964,5199268,Control,,succeed,57.8,231.0
28965,1486560,Test,confirm,error,0.0,
28966,9608960,Test,start,not succeed,0.0,
28967,2818088,Test,,succeed,78.5,314.0
28968,2590254,Test,start,not succeed,0.0,
28969,173122,Control,confirm,error,0.0,
28970,1131969,Test,confirm,error,0.0,
28971,7044362,Test,confirm,error,0.0,
28972,1675211,Control,start,error,0.0,
28973,3581868,Test,start,not succeed,0.0,
28974,4296061,Control,,succeed,112.0,448.0
28975,3460330,Control,confirm,error,0.0,
28976,7875206,Control,start,not succeed,0.0,
28977,9726851,Test,,succeed,149.2,597.0
28978,4902752,Test,,succeed,30.0,120.0
28979,1704055,Test,,succeed,160.0,640.0
28980,2975647,Test,,succeed,63.8,255.0
28981,9308869,Test,,succeed,75.0,300.0
28982,4508854,Test,confirm,error,0.0,
28983,3834217,Test,confirm,error,0.0,
28984,4129506,Control,confirm,error,0.0,
28985,5813006,Test,,succeed,20.2,81.0
28986,3901582,Test,,succeed,14.8,59.0
28987,3709078,Control,,succeed,20.0,80.0
28988,9140762,Test,start,not succeed,0.0,
28989,5943233,Control,confirm,error,0.0,
28990,2285228,Test,confirm,error,0.0,
28991,2853248,Test,,succeed,366.8,1467.0
28992,2559205,Test,,succeed,152.5,610.0
28993,5984744,Control,,succeed,21.2,85.0
28994,1076556,Test,confirm,error,0.0,
28995,7967929,Control,start,not succeed,0.0,
28996,6030791,Test,,succeed,23.0,92.0
28997,274222,Control,start,not succeed,0.0,
28998,8304655,Test,step_1,error,0.0,
28999,4581301,Test,,succeed,24.5,98.0
29000,2677391,Test,,succeed,134.2,537.0
29001,2191497,Test,,succeed,32.2,129.0
29002,8037764,Control,,succeed,113.0,452.0
29003,1151820,Control,confirm,error,0.0,
29004,1115246,Test,,succeed,46.8,187.0
29005,2655879,Control,confirm,error,0.0,
29006,6369567,Test,start,not succeed,0.0,
29007,5380012,Test,,succeed,56.5,226.0
29008,6568325,Control,,succeed,63.8,255.0
29009,8456142,Test,start,not succeed,0.0,
29010,360816,Control,confirm,error,0.0,
29011,5669742,Control,confirm,error,0.0,
29012,3775841,Test,start,not succeed,0.0,
29013,4487774,Test,,succeed,188.5,754.0
29014,1214272,Control,start,not succeed,0.0,
29015,337878,Test,confirm,error,0.0,
29016,8434640,Test,confirm,error,0.0,
29017,5859315,Test,confirm,error,0.0,
29018,2764858,Control,start,not succeed,0.0,
29019,204212,Control,step_1,error,0.0,
29020,7235377,Control,start,not succeed,0.0,
29021,7015011,Control,,succeed,97.0,388.0
29022,3374146,Test,,succeed,20.5,82.0
29023,4035305,Control,confirm,error,0.0,
29024,217761,Test,start,not succeed,0.0,
29025,6423460,Test,start,not succeed,0.0,
29026,3484393,Test,,succeed,81.5,326.0
29027,537598,Test,confirm,error,0.0,
29028,9461714,Test,,succeed,67.5,270.0
29029,5502982,Test,start,not succeed,0.0,
29030,5950401,Control,confirm,error,0.0,
29031,5305159,Test,start,not succeed,0.0,
29032,7716583,Test,confirm,error,0.0,
29033,1524416,Test,,succeed,46.5,186.0
29034,3008375,Test,,succeed,26.5,106.0
29035,4239236,Control,start,not succeed,0.0,
29036,5888582,Control,start,not succeed,0.0,
29037,1880861,Test,confirm,error,0.0,
29038,7015044,Control,step_1,not succeed,0.0,
29039,7872876,Test,confirm,error,0.0,
29040,5839602,Control,,succeed,62.5,250.0
29041,7273179,Test,confirm,error,0.0,
29042,1387596,Test,,succeed,60.5,242.0
29043,5119457,Control,confirm,error,0.0,
29044,6895467,Test,start,not succeed,0.0,
29045,5937847,Control,,succeed,50.5,202.0
29046,2145364,Control,start,not succeed,0.0,
29047,9891451,Control,,succeed,126.0,504.0
29048,7961481,Test,,succeed,57.5,230.0
29049,309715,Control,confirm,error,0.0,
29050,4288814,Test,start,not succeed,0.0,
29051,7051278,Control,start,not succeed,0.0,
29052,830066,Test,,succeed,62.8,251.0
29053,2823601,Control,start,not succeed,0.0,
29054,3586330,Test,confirm,error,0.0,
29055,6370180,Test,,succeed,62.2,249.0
29056,8758108,Test,confirm,error,0.0,
29057,8949568,Control,start,not succeed,0.0,
29058,9600132,Test,start,not succeed,0.0,
29059,2208717,Test,confirm,error,0.0,
29060,6153026,Control,start,not succeed,0.0,
29061,2426653,Test,start,not succeed,0.0,
29062,9070134,Test,start,not succeed,0.0,
29063,8854006,Test,confirm,error,0.0,
29064,1023056,Control,start,not succeed,0.0,
29065,2247061,Test,start,not succeed,0.0,
29066,1544639,Test,confirm,error,0.0,
29067,5296648,Test,start,not succeed,0.0,
29068,83585,Test,confirm,error,0.0,
29069,9019381,Test,start,not succeed,0.0,
29070,6048258,Control,start,not succeed,0.0,
29071,5545303,Test,,succeed,52.0,208.0
29072,7179824,Test,,succeed,39.5,158.0
29073,9561662,Test,start,not succeed,0.0,
29074,4862521,Test,start,not succeed,0.0,
29075,1355532,Test,confirm,error,0.0,
29076,7484562,Test,,succeed,26.8,107.0
29077,6800843,Control,start,error,0.0,
29078,9424618,Control,,succeed,69.8,279.0
29079,7098358,Control,,succeed,40.8,163.0
29080,2213954,Test,confirm,error,0.0,
29081,3678422,Control,,succeed,79.8,319.0
29082,9936617,Control,start,not succeed,0.0,
29083,3990106,Control,confirm,error,0.0,
29084,3937811,Test,start,not succeed,0.0,
29085,5729005,Control,,succeed,42.8,171.0
29086,4224941,Control,,succeed,54.5,218.0
29087,9520090,Control,,succeed,163.5,654.0
