,client_id,Variation,mode,result,Time_AVG,total_time
12996,7720996,Control,start,not succeed,0.0,
12997,2614146,Control,,succeed,58.0,232.0
12998,4006121,Control,,succeed,98.2,393.0
12999,7016758,Control,start,not succeed,0.0,
13000,6030945,Control,confirm,error,0.0,
13001,6781756,Test,confirm,error,0.0,
13002,3532999,Test,start,not succeed,0.0,
13003,5725519,Test,confirm,error,0.0,
13004,675753,Test,start,not succeed,0.0,
13005,1190746,Control,confirm,error,0.0,
13006,7036222,Test,start,not succeed,0.0,
13007,6746464,Control,,succeed,73.8,295.0
13008,5862675,Test,,succeed,84.2,337.0
13009,9125125,Control,start,not succeed,0.0,
13010,5515078,Test,,succeed,22.8,91.0
13011,3679664,Test,confirm,error,0.0,
13012,8540849,Control,start,not succeed,0.0,
13013,4768986,Test,confirm,error,0.0,
13014,1338171,Test,start,not succeed,0.0,
13015,5016965,Control,,succeed,64.2,257.0
13016,203027,Test,step_1,error,0.0,
13017,3278886,Control,start,not succeed,0.0,
13018,8919820,Control,,succeed,59.0,236.0
13019,6180399,Test,start,not succeed,0.0,
13020,8277796,Test,start,not succeed,0.0,
13021,1972520,Test,confirm,error,0.0,
13022,4857987,Control,,succeed,61.0,244.0
13023,4452569,Test,confirm,error,0.0,
13024,834893,Test,,succeed,111.0,444.0
13025,1917199,Control,,succeed,31.5,126.0
13026,564877,Test,confirm,error,0.0,
13027,7997747,Control,step_1,error,0.0,
13028,3084446,Test,confirm,error,0.0,
13029,3018474,Test,confirm,error,0.0,
13030,8617048,Test,,succeed,29.2,117.0
13031,3642371,Test,confirm,error,0.0,
13032,2224367,Test,start,not succeed,0.0,
13033,2045101,Test,confirm,error,0.0,
13034,8038015,Test,confirm,error,0.0,
13035,1346750,Control,start,not succeed,0.0,
13036,1203974,Control,start,not succeed,0.0,
13037,4742200,Test,,succeed,39.5,158.0
13038,5185429,Control,start,not succeed,0.0,
13039,7133113,Control,start,not succeed,0.0,
13040,856311,Control,start,not succeed,0.0,
13041,6553450,Test,confirm,error,0.0,
13042,3856473,Test,start,not succeed,0.0,
13043,4115450,Test,start,not succeed,0.0,
13044,7746671,Test,,succeed,37.5,150.0
13045,2058329,Control,start,not succeed,0.0,
13046,7671409,Test,,succeed,230.5,922.0
13047,3890873,Test,,succeed,42.2,169.0
13048,3526596,Test,start,not succeed,0.0,
13049,9430648,Test,,succeed,67.0,268.0
13050,7789493,Test,,succeed,35.2,141.0
13051,8123250,Test,start,not succeed,0.0,
13052,159268,Control,confirm,error,0.0,
13053,9965963,Control,confirm,error,0.0,
13054,2752257,Test,confirm,error,0.0,
13055,6992079,Control,start,not succeed,0.0,
13056,2360934,Control,start,not succeed,0.0,
13057,4407250,Test,confirm,error,0.0,
13058,934487,Control,confirm,error,0.0,
13059,1839238,Control,step_1,error,0.0,
13060,2310251,Test,,succeed,18.8,75.0
13061,8918473,Test,start,not succeed,0.0,
13062,6150,Test,start,not succeed,0.0,
13063,7045562,Control,,succeed,62.8,251.0
13064,1180047,Control,start,error,0.0,
13065,6945214,Control,start,not succeed,0.0,
13066,7982504,Test,confirm,error,0.0,
13067,9498329,Control,,succeed,33.5,134.0
13068,4415404,Control,,succeed,112.5,450.0
13069,4603,Test,confirm,error,0.0,
13070,6774935,Control,start,not succeed,0.0,
13071,4322460,Control,start,not succeed,0.0,
13072,2910449,Control,confirm,error,0.0,
13073,7579947,Control,confirm,error,0.0,
13074,9651860,Test,confirm,error,0.0,
13075,6346847,Test,confirm,error,0.0,
13076,2280284,Test,start,not succeed,0.0,
13077,321523,Test,,succeed,19.8,79.0
13078,2041298,Test,start,not succeed,0.0,
13079,7305050,Test,,succeed,22.5,90.0
13080,7596838,Test,,succeed,34.2,137.0
13081,5184243,Test,confirm,error,0.0,
13082,1512070,Test,start,not succeed,0.0,
13083,6660436,Test,,succeed,112.5,450.0
13084,210141,Test,,succeed,117.8,471.0
13085,1609476,Test,confirm,error,0.0,
13086,9666366,Test,confirm,error,0.0,
13087,6114349,Test,,succeed,26.2,105.0
13088,6808154,Control,start,not succeed,0.0,
13089,4494336,Control,,succeed,33.0,132.0
13090,3689198,Control,,succeed,85.5,342.0
13091,2756823,Control,start,not succeed,0.0,
13092,6596822,Test,,succeed,77.5,310.0
13093,7250188,Control,confirm,error,0.0,
13094,9492168,Control,,succeed,28.0,112.0
13095,3815950,Test,,succeed,37.2,149.0
13096,5776430,Test,confirm,error,0.0,
13097,6345753,Test,confirm,error,0.0,
13098,9735397,Control,start,not succeed,0.0,
13099,9591707,Control,confirm,error,0.0,
13100,2769154,Test,,succeed,21.2,85.0
13101,5291423,Control,,succeed,33.5,134.0
13102,9521078,Control,confirm,error,0.0,
13103,6943648,Control,,succeed,23.0,92.0
13104,3715104,Test,,succeed,65.2,261.0
13105,4978848,Test,confirm,error,0.0,
13106,8637424,Test,,succeed,22.8,91.0
13107,6064721,Control,step_1,error,0.0,
13108,8327635,Control,start,not succeed,0.0,
13109,4964123,Test,confirm,error,0.0,
13110,3364212,Control,,succeed,68.0,272.0
13111,3694953,Test,start,error,0.0,
13112,5508888,Test,start,not succeed,0.0,
13113,9171380,Control,start,not succeed,0.0,
13114,4100291,Test,confirm,error,0.0,
13115,2159243,Control,confirm,error,0.0,
13116,8338180,Test,start,not succeed,0.0,
13117,9552811,Test,,succeed,57.8,231.0
13118,9283974,Test,step_1,error,0.0,
13119,2199001,Control,,succeed,16.8,67.0
13120,8502813,Control,confirm,error,0.0,
13121,9379563,Test,,succeed,65.2,261.0
13122,4195684,Test,,succeed,64.2,257.0
13123,7907645,Control,start,not succeed,0.0,
13124,3767203,Control,confirm,error,0.0,
13125,9502123,Test,start,not succeed,0.0,
13126,8164412,Test,start,not succeed,0.0,
13127,1106303,Test,confirm,error,0.0,
13128,2444459,Test,start,not succeed,0.0,
13129,5940279,Test,start,not succeed,0.0,
13130,7669585,Control,,succeed,64.8,259.0
13131,7483839,Control,confirm,error,0.0,
13132,3266922,Test,confirm,error,0.0,
13133,4402736,Test,confirm,error,0.0,
13134,5812074,Test,confirm,error,0.0,
13135,7975904,Test,,succeed,31.2,125.0
13136,4313134,Test,confirm,error,0.0,
13137,1305140,Test,,succeed,53.5,214.0
13138,6461303,Test,confirm,error,0.0,
13139,4422811,Test,start,not succeed,0.0,
13140,1263455,Test,,succeed,68.8,275.0
13141,9522528,Control,,succeed,106.8,427.0
13142,627840,Control,confirm,error,0.0,
13143,7389040,Test,start,not succeed,0.0,
13144,1241944,Test,start,not succeed,0.0,
13145,1494548,Control,start,not succeed,0.0,
13146,3862904,Control,start,not succeed,0.0,
13147,9043680,Test,,succeed,42.2,169.0
13148,458484,Control,,succeed,23.0,92.0
13149,5541934,Test,,succeed,37.0,148.0
13150,4595398,Test,start,not succeed,0.0,
13151,6212395,Test,start,not succeed,0.0,
13152,9880281,Control,start,not succeed,0.0,
13153,145106,Test,confirm,error,0.0,
13154,4426701,Test,start,not succeed,0.0,
13155,4018893,Control,start,error,0.0,
13156,1711888,Test,start,not succeed,0.0,
13157,8396918,Control,start,not succeed,0.0,
13158,8353600,Test,,succeed,59.2,237.0
13159,7433082,Test,,succeed,56.8,227.0
13160,7505509,Control,confirm,error,0.0,
13161,7444846,Test,confirm,error,0.0,
13162,6084390,Control,start,not succeed,0.0,
13163,8757192,Test,confirm,error,0.0,
13164,4077516,Test,,succeed,57.2,229.0
13165,7366275,Control,,succeed,36.8,147.0
13166,7830611,Test,,succeed,45.8,183.0
13167,5743242,Test,,succeed,52.5,210.0
13168,8531480,Control,confirm,error,0.0,
13169,6519466,Control,start,not succeed,0.0,
13170,8653551,Control,confirm,error,0.0,
13171,5238268,Control,confirm,error,0.0,
13172,8100152,Test,start,not succeed,0.0,
13173,2119078,Test,start,not succeed,0.0,
13174,7063316,Control,start,not succeed,0.0,
13175,4209572,Test,start,not succeed,0.0,
13176,9051351,Test,,succeed,28.2,113.0
13177,2594063,Test,confirm,error,0.0,
13178,170507,Control,,succeed,101.2,405.0
13179,1374192,Test,start,not succeed,0.0,
13180,1074578,Test,,succeed,47.2,189.0
13181,2475212,Control,,succeed,85.0,340.0
13182,7136531,Test,start,not succeed,0.0,
13183,5080126,Test,start,not succeed,0.0,
13184,5813788,Test,confirm,error,0.0,
13185,5232551,Control,,succeed,23.0,92.0
13186,6517968,Control,,succeed,87.5,350.0
13187,8952942,Test,start,not succeed,0.0,
13188,6283437,Control,confirm,error,0.0,
13189,7642426,Control,start,not succeed,0.0,
13190,3213427,Control,confirm,error,0.0,
13191,8745869,Control,,succeed,215.0,860.0
13192,6823672,Control,start,not succeed,0.0,
13193,8292775,Test,start,not succeed,0.0,
13194,7582604,Test,start,not succeed,0.0,
13195,7997224,Control,,succeed,61.0,244.0
13196,8513721,Control,,succeed,71.0,284.0
13197,4405328,Control,step_1,error,0.0,
13198,689760,Control,start,not succeed,0.0,
13199,5245392,Test,confirm,error,0.0,
13200,4570959,Control,start,not succeed,0.0,
13201,31264,Control,confirm,error,0.0,
13202,4741779,Control,,succeed,34.2,137.0
13203,5562135,Control,start,not succeed,0.0,
13204,7776170,Test,confirm,error,0.0,
13205,6025815,Test,,succeed,51.5,206.0
13206,5697324,Test,,succeed,29.5,118.0
13207,1868192,Test,confirm,error,0.0,
13208,617786,Control,start,not succeed,0.0,
13209,4252737,Control,start,not succeed,0.0,
13210,2824178,Test,confirm,error,0.0,
13211,4487758,Control,,succeed,91.5,366.0
13212,5804951,Control,start,not succeed,0.0,
13213,3623805,Test,start,not succeed,0.0,
13214,6004780,Test,,succeed,42.5,170.0
13215,9684113,Test,start,not succeed,0.0,
13216,4990836,Control,,succeed,79.8,319.0
13217,1993746,Control,confirm,error,0.0,
13218,3880406,Test,,succeed,124.8,499.0
13219,3824141,Control,,succeed,53.8,215.0
13220,8545156,Control,start,not succeed,0.0,
13221,6218310,Control,start,not succeed,0.0,
13222,26696,Test,start,not succeed,0.0,
13223,8634421,Test,start,not succeed,0.0,
13224,7241156,Control,start,not succeed,0.0,
13225,1531690,Control,,succeed,29.2,117.0
13226,4060503,Test,confirm,error,0.0,
13227,1155518,Control,,succeed,37.8,151.0
13228,8913814,Control,start,error,0.0,
13229,2079191,Test,confirm,error,0.0,
13230,7133511,Test,start,not succeed,0.0,
13231,4551832,Test,start,not succeed,0.0,
13232,5424600,Control,confirm,error,0.0,
13233,5699239,Test,,succeed,47.2,189.0
13234,5784213,Test,confirm,error,0.0,
13235,4536542,Test,start,not succeed,0.0,
13236,8976800,Control,,succeed,51.2,205.0
13237,7072688,Control,,succeed,81.5,326.0
13238,2157327,Control,,succeed,32.5,130.0
13239,7127698,Control,start,not succeed,0.0,
13240,1264037,Test,,succeed,24.8,99.0
13241,6933218,Test,,succeed,54.5,218.0
13242,696227,Control,,succeed,53.5,214.0
13243,8156123,Test,start,not succeed,0.0,
13244,1062828,Control,,succeed,53.0,212.0
13245,6609309,Test,,succeed,95.5,382.0
13246,9769690,Control,confirm,error,0.0,
13247,424760,Control,,succeed,29.0,116.0
13248,2187415,Test,confirm,error,0.0,
13249,2192123,Test,start,not succeed,0.0,
13250,5049067,Control,,succeed,172.8,691.0
13251,3070856,Test,confirm,error,0.0,
13252,6344380,Control,start,not succeed,0.0,
13253,4976479,Test,start,not succeed,0.0,
13254,8006386,Control,confirm,error,0.0,
13255,2857405,Control,start,not succeed,0.0,
13256,1407121,Test,confirm,error,0.0,
13257,5430203,Control,,succeed,29.0,116.0
13258,5170497,Test,confirm,error,0.0,
13259,578755,Test,start,not succeed,0.0,
13260,9363715,Control,confirm,error,0.0,
13261,1515031,Test,,succeed,25.5,102.0
13262,3323049,Control,confirm,error,0.0,
13263,5385259,Control,,succeed,29.5,118.0
13264,7676685,Control,,succeed,29.8,119.0
13265,9936686,Test,,succeed,36.5,146.0
13266,7936614,Control,start,not succeed,0.0,
13267,7325802,Control,,succeed,43.8,175.0
13268,9465233,Test,start,not succeed,0.0,
13269,7986122,Control,confirm,error,0.0,
13270,1893453,Test,confirm,error,0.0,
13271,9697551,Control,step_1,error,0.0,
13272,7008109,Test,confirm,error,0.0,
13273,2235744,Test,confirm,error,0.0,
13274,8345634,Control,start,not succeed,0.0,
13275,9639863,Test,,succeed,25.2,101.0
13276,9319290,Test,,succeed,22.8,91.0
13277,7930286,Test,confirm,error,0.0,
13278,3719801,Test,confirm,error,0.0,
13279,1666873,Control,start,not succeed,0.0,
13280,3023003,Test,start,not succeed,0.0,
13281,702159,Control,,succeed,206.5,826.0
13282,6573015,Control,confirm,error,0.0,
13283,6301669,Test,confirm,error,0.0,
13284,384371,Control,start,not succeed,0.0,
13285,1784712,Control,confirm,error,0.0,
13286,4670854,Control,,succeed,229.5,918.0
13287,1089374,Test,start,not succeed,0.0,
13288,3681410,Test,confirm,error,0.0,
13289,2495355,Test,start,not succeed,0.0,
13290,1368741,Test,confirm,error,0.0,
13291,6031056,Test,,succeed,103.8,415.0
13292,8545150,Test,confirm,error,0.0,
13293,744132,Test,confirm,error,0.0,
13294,9249083,Test,confirm,error,0.0,
13295,8979109,Test,start,not succeed,0.0,
13296,7082050,Control,,succeed,33.0,132.0
13297,5051157,Test,confirm,error,0.0,
13298,1852087,Test,confirm,error,0.0,
13299,2157524,Test,start,not succeed,0.0,
13300,2248041,Test,start,not succeed,0.0,
13301,3059225,Test,start,not succeed,0.0,
13302,5829895,Control,confirm,error,0.0,
13303,3458978,Test,,succeed,18.2,73.0
13304,9959121,Test,confirm,error,0.0,
13305,9386749,Control,start,not succeed,0.0,
13306,9435851,Control,start,not succeed,0.0,
13307,4008901,Control,,succeed,39.5,158.0
13308,8203595,Test,start,not succeed,0.0,
13309,4166929,Test,,succeed,38.2,153.0
13310,6002181,Test,start,not succeed,0.0,
13311,9059253,Control,,succeed,51.5,206.0
13312,7636491,Test,,succeed,40.2,161.0
13313,4901739,Control,,succeed,43.2,173.0
13314,3431024,Control,,succeed,144.8,579.0
13315,4955784,Control,start,not succeed,0.0,
13316,4688123,Control,start,not succeed,0.0,
13317,3469508,Test,step_1,error,0.0,
13318,8459080,Test,,succeed,56.8,227.0
13319,1567591,Control,start,not succeed,0.0,
13320,9628627,Control,,succeed,20.0,80.0
13321,1292962,Test,confirm,error,0.0,
13322,858742,Control,,succeed,47.8,191.0
13323,8894823,Test,start,not succeed,0.0,
13324,4555418,Test,,succeed,245.8,983.0
13325,8527986,Test,start,not succeed,0.0,
13326,6269030,Test,,succeed,82.0,328.0
13327,5364396,Control,,succeed,50.0,200.0
13328,8656670,Control,,succeed,35.8,143.0
13329,2107816,Control,start,not succeed,0.0,
13330,535456,Test,,succeed,68.8,275.0
13331,4227946,Test,confirm,error,0.0,
13332,5568328,Control,confirm,error,0.0,
13333,7164949,Control,,succeed,58.8,235.0
13334,1229722,Test,confirm,error,0.0,
13335,5015526,Test,confirm,error,0.0,
13336,7785053,Test,start,not succeed,0.0,
13337,612072,Control,start,not succeed,0.0,
13338,2113915,Test,,succeed,55.8,223.0
13339,1688477,Test,,succeed,81.5,326.0
13340,6912462,Test,step_1,error,0.0,
13341,9039422,Control,confirm,error,0.0,
13342,6902355,Control,confirm,error,0.0,
13343,257597,Control,confirm,error,0.0,
13344,1491311,Test,,succeed,114.5,458.0
13345,8722759,Test,start,not succeed,0.0,
13346,230538,Test,,succeed,31.5,126.0
13347,2189606,Control,start,not succeed,0.0,
13348,802406,Control,confirm,error,0.0,
13349,7781517,Control,,succeed,34.2,137.0
13350,9660917,Test,start,not succeed,0.0,
13351,2359607,Test,start,not succeed,0.0,
13352,6078772,Control,,succeed,77.0,308.0
13353,3080903,Test,confirm,error,0.0,
13354,1733622,Control,,succeed,55.5,222.0
13355,6578879,Test,confirm,error,0.0,
13356,447850,Test,confirm,error,0.0,
13357,4735879,Control,step_1,error,0.0,
13358,2661043,Test,start,not succeed,0.0,
13359,9238891,Control,start,not succeed,0.0,
13360,4281351,Test,confirm,error,0.0,
13361,3225645,Control,,succeed,34.2,137.0
13362,700043,Control,,succeed,37.0,148.0
13363,8474995,Control,start,not succeed,0.0,
13364,7529949,Test,,succeed,69.2,277.0
13365,4263526,Control,,succeed,23.8,95.0
13366,965093,Control,,succeed,84.2,337.0
13367,8522060,Control,confirm,error,0.0,
13368,3228458,Test,,succeed,49.8,199.0
13369,7152522,Test,,succeed,28.8,115.0
13370,9228237,Control,confirm,error,0.0,
13371,5282464,Control,start,not succeed,0.0,
13372,2710360,Control,,succeed,34.5,138.0
13373,9631077,Control,,succeed,67.2,269.0
13374,3357578,Control,,succeed,368.2,1473.0
13375,9056180,Test,confirm,error,0.0,
13376,7525098,Test,start,not succeed,0.0,
13377,6045479,Control,confirm,error,0.0,
13378,4296791,Control,start,not succeed,0.0,
13379,9562735,Test,start,not succeed,0.0,
13380,7112350,Test,start,not succeed,0.0,
13381,3732958,Control,start,not succeed,0.0,
13382,2763922,Test,confirm,error,0.0,
13383,8611091,Test,start,not succeed,0.0,
13384,6782309,Control,start,not succeed,0.0,
13385,7702085,Test,,succeed,46.5,186.0
13386,3038059,Test,start,error,0.0,
13387,7665722,Control,start,not succeed,0.0,
13388,8406607,Test,confirm,error,0.0,
13389,5121453,Control,start,not succeed,0.0,
13390,2455230,Test,start,not succeed,0.0,
13391,8953993,Test,,succeed,51.2,205.0
13392,7220613,Control,,succeed,43.0,172.0
13393,6529379,Test,start,not succeed,0.0,
13394,9740656,Control,confirm,error,0.0,
13395,1075238,Control,,succeed,25.2,101.0
13396,5297688,Test,confirm,error,0.0,
13397,6538326,Test,step_1,error,0.0,
13398,1324994,Test,confirm,error,0.0,
13399,6452585,Test,confirm,error,0.0,
13400,3255172,Test,confirm,error,0.0,
13401,6847142,Test,confirm,error,0.0,
13402,8412328,Control,start,not succeed,0.0,
13403,8737399,Control,start,not succeed,0.0,
13404,7552391,Control,confirm,error,0.0,
13405,1819374,Control,confirm,error,0.0,
13406,6576898,Control,,succeed,45.2,181.0
13407,6945602,Test,,succeed,43.2,173.0
13408,2522435,Test,confirm,error,0.0,
13409,2445043,Control,confirm,error,0.0,
13410,9608860,Control,start,not succeed,0.0,
13411,1072983,Control,confirm,error,0.0,
13412,896369,Control,,succeed,178.5,714.0
13413,9083174,Test,start,not succeed,0.0,
13414,4122475,Test,start,not succeed,0.0,
13415,2034560,Test,confirm,error,0.0,
13416,3030087,Test,,succeed,62.2,249.0
13417,3086399,Control,step_1,error,0.0,
13418,3171521,Control,step_1,error,0.0,
13419,9290269,Test,confirm,error,0.0,
13420,5733204,Test,,succeed,26.8,107.0
13421,5352734,Control,confirm,error,0.0,
13422,5004277,Test,confirm,error,0.0,
13423,6108767,Test,confirm,error,0.0,
13424,2769561,Test,start,not succeed,0.0,
13425,4629372,Test,confirm,error,0.0,
13426,2919624,Test,,succeed,35.5,142.0
13427,9275795,Control,start,not succeed,0.0,
13428,2834681,Control,start,not succeed,0.0,
13429,1251798,Control,confirm,error,0.0,
13430,9707635,Test,start,not succeed,0.0,
13431,2560718,Control,,succeed,68.5,274.0
13432,5492724,Control,,succeed,41.2,165.0
13433,8838610,Control,,succeed,201.2,805.0
13434,2061471,Control,confirm,error,0.0,
13435,1701111,Test,confirm,error,0.0,
13436,3852108,Test,,succeed,117.2,469.0
13437,5696831,Control,start,not succeed,0.0,
13438,2148471,Test,,succeed,70.2,281.0
13439,458670,Test,confirm,error,0.0,
13440,7908614,Test,step_1,not succeed,0.0,
13441,5027650,Test,confirm,error,0.0,
13442,6391101,Control,,succeed,50.8,203.0
13443,8745688,Test,,succeed,65.0,260.0
13444,5191858,Test,start,not succeed,0.0,
13445,2899980,Test,,succeed,33.8,135.0
13446,4785074,Test,,succeed,74.8,299.0
13447,1946252,Control,,succeed,56.8,227.0
13448,260668,Test,confirm,error,0.0,
13449,1118953,Test,confirm,error,0.0,
13450,4543625,Test,,succeed,37.8,151.0
13451,6944375,Control,start,not succeed,0.0,
13452,7960156,Control,confirm,error,0.0,
13453,4210850,Test,start,not succeed,0.0,
13454,3522031,Control,step_1,error,0.0,
13455,2117625,Control,,succeed,54.8,219.0
13456,9331129,Test,,succeed,43.8,175.0
13457,5003348,Control,confirm,error,0.0,
13458,264049,Test,,succeed,141.8,567.0
13459,8654936,Test,confirm,error,0.0,
13460,5414679,Test,,succeed,45.0,180.0
13461,554244,Test,,succeed,34.2,137.0
13462,1796120,Test,,succeed,28.5,114.0
13463,5571817,Control,start,not succeed,0.0,
13464,3515059,Control,start,not succeed,0.0,
13465,8906924,Test,,succeed,61.2,245.0
13466,2176343,Control,confirm,error,0.0,
13467,7006714,Test,confirm,error,0.0,
13468,5580793,Test,confirm,error,0.0,
13469,7369782,Test,start,not succeed,0.0,
13470,4767901,Control,,succeed,82.8,331.0
13471,1770511,Control,start,not succeed,0.0,
13472,8145890,Test,start,not succeed,0.0,
13473,2012679,Test,,succeed,26.0,104.0
13474,5229498,Test,,succeed,24.0,96.0
13475,9943260,Test,start,not succeed,0.0,
13476,1514011,Test,start,not succeed,0.0,
13477,8595702,Control,start,not succeed,0.0,
13478,9212170,Test,confirm,error,0.0,
13479,1543912,Control,,succeed,55.0,220.0
13480,7334040,Test,confirm,error,0.0,
13481,2108397,Test,start,not succeed,0.0,
13482,304434,Test,start,not succeed,0.0,
13483,6846193,Control,,succeed,47.8,191.0
13484,876235,Test,,succeed,27.2,109.0
13485,5916499,Control,start,not succeed,0.0,
13486,547868,Control,step_1,error,0.0,
13487,9593515,Test,,succeed,19.8,79.0
13488,9328423,Control,start,error,0.0,
13489,4627911,Control,confirm,error,0.0,
13490,4657625,Test,,succeed,27.8,111.0
13491,3342455,Control,,succeed,101.2,405.0
13492,9825024,Test,confirm,error,0.0,
13493,612745,Test,confirm,error,0.0,
13494,8763190,Test,start,not succeed,0.0,
13495,6106221,Test,,succeed,164.8,659.0
13496,3073523,Control,confirm,error,0.0,
13497,3344232,Test,,succeed,37.5,150.0
13498,5233875,Test,confirm,error,0.0,
13499,7217773,Control,,succeed,54.8,219.0
13500,8255545,Control,,succeed,40.5,162.0
13501,3983357,Test,,succeed,36.2,145.0
13502,143218,Control,,succeed,37.2,149.0
13503,2704747,Control,,succeed,72.5,290.0
13504,9403200,Control,start,not succeed,0.0,
13505,697179,Test,start,not succeed,0.0,
13506,8073817,Control,confirm,error,0.0,
13507,1919955,Test,start,not succeed,0.0,
13508,5271129,Control,confirm,error,0.0,
13509,364153,Control,start,not succeed,0.0,
13510,4015484,Control,start,not succeed,0.0,
13511,4910483,Test,,succeed,51.5,206.0
13512,9710697,Control,confirm,error,0.0,
13513,5624950,Control,start,error,0.0,
13514,1159934,Control,,succeed,120.8,483.0
13515,590464,Control,step_1,error,0.0,
13516,5264748,Control,,succeed,23.0,92.0
13517,8454223,Control,,succeed,74.8,299.0
13518,457069,Control,,succeed,42.5,170.0
13519,9837394,Test,confirm,error,0.0,
13520,5644895,Control,,succeed,39.2,157.0
13521,5232332,Test,confirm,error,0.0,
13522,8054456,Control,start,not succeed,0.0,
13523,9911013,Test,,succeed,33.8,135.0
13524,6679450,Test,confirm,error,0.0,
13525,991869,Test,confirm,error,0.0,
13526,396003,Test,start,not succeed,0.0,
13527,1035196,Control,start,not succeed,0.0,
13528,8081171,Control,step_3,error,0.0,
13529,7645281,Test,confirm,error,0.0,
13530,2835681,Control,,succeed,57.0,228.0
13531,8191011,Test,,succeed,152.2,609.0
13532,6163509,Control,,succeed,71.8,287.0
13533,98248,Test,start,not succeed,0.0,
13534,6197961,Test,,succeed,49.5,198.0
13535,1445976,Control,start,not succeed,0.0,
13536,6252538,Test,,succeed,276.5,1106.0
13537,7781070,Control,start,not succeed,0.0,
13538,8402635,Test,confirm,error,0.0,
13539,4700815,Test,start,not succeed,0.0,
13540,8905135,Test,,succeed,50.2,201.0
13541,2328764,Control,start,not succeed,0.0,
13542,6492638,Control,confirm,error,0.0,
13543,6413533,Test,start,not succeed,0.0,
13544,5090376,Test,confirm,error,0.0,
13545,1498304,Test,,succeed,177.8,711.0
13546,3404682,Control,confirm,error,0.0,
13547,4743603,Test,confirm,error,0.0,
13548,2573953,Test,,succeed,27.2,109.0
13549,2606324,Control,,succeed,40.5,162.0
13550,6780235,Test,,succeed,27.0,108.0
13551,2122187,Control,start,not succeed,0.0,
13552,3164659,Control,confirm,error,0.0,
13553,8127966,Control,start,not succeed,0.0,
13554,7391156,Control,,succeed,47.5,190.0
13555,3699706,Test,start,not succeed,0.0,
13556,9890489,Control,confirm,error,0.0,
13557,6581548,Control,confirm,error,0.0,
13558,4065831,Control,confirm,error,0.0,
13559,2155749,Test,start,not succeed,0.0,
13560,309846,Test,start,not succeed,0.0,
13561,3131510,Control,,succeed,39.2,157.0
13562,6341488,Test,,succeed,40.8,163.0
13563,6856197,Test,,succeed,66.5,266.0
13564,8570573,Test,start,not succeed,0.0,
13565,3485394,Test,,succeed,28.8,115.0
13566,2335590,Test,,succeed,74.8,299.0
13567,664972,Test,start,not succeed,0.0,
13568,4490407,Test,start,error,0.0,
13569,182591,Control,start,not succeed,0.0,
13570,7755406,Control,confirm,error,0.0,
13571,913109,Test,start,not succeed,0.0,
13572,2170526,Test,confirm,error,0.0,
13573,8222286,Test,start,not succeed,0.0,
13574,9212602,Test,start,not succeed,0.0,
13575,709446,Test,start,not succeed,0.0,
13576,4865249,Test,confirm,error,0.0,
13577,8513593,Control,start,not succeed,0.0,
13578,8565968,Control,,succeed,68.2,273.0
13579,1851604,Test,start,not succeed,0.0,
13580,2735478,Control,,succeed,81.2,325.0
13581,999095,Control,,succeed,35.0,140.0
13582,9965550,Test,confirm,error,0.0,
13583,1436784,Test,,succeed,54.0,216.0
13584,262054,Control,,succeed,17.0,68.0
13585,4442884,Control,confirm,error,0.0,
13586,9824507,Control,start,not succeed,0.0,
13587,4384921,Test,confirm,error,0.0,
13588,6772920,Test,start,not succeed,0.0,
13589,4905164,Test,start,not succeed,0.0,
13590,63955,Test,,succeed,62.5,250.0
13591,6726183,Control,,succeed,81.0,324.0
13592,794705,Control,step_1,not succeed,0.0,
13593,8804260,Control,confirm,error,0.0,
13594,670510,Control,start,not succeed,0.0,
13595,8750220,Test,,succeed,24.0,96.0
13596,2968827,Control,start,not succeed,0.0,
13597,5064285,Control,start,not succeed,0.0,
13598,4499814,Test,,succeed,30.8,123.0
13599,5995279,Test,start,not succeed,0.0,
13600,7974590,Control,confirm,error,0.0,
13601,6361144,Control,,succeed,35.8,143.0
13602,870600,Test,,succeed,21.8,87.0
13603,6206033,Control,,succeed,41.8,167.0
13604,8894235,Control,confirm,error,0.0,
13605,4966172,Control,start,not succeed,0.0,
13606,4334336,Test,,succeed,41.5,166.0
13607,7732567,Test,,succeed,28.5,114.0
13608,7204197,Test,,succeed,32.8,131.0
13609,9412633,Test,,succeed,32.8,131.0
13610,4285520,Control,confirm,error,0.0,
13611,7911549,Test,,succeed,86.0,344.0
13612,5371469,Control,,succeed,69.2,277.0
13613,6106919,Control,start,not succeed,0.0,
13614,9688197,Test,confirm,error,0.0,
13615,7691784,Control,start,not succeed,0.0,
13616,3795023,Test,start,not succeed,0.0,
13617,9733386,Control,start,not succeed,0.0,
13618,7563227,Test,confirm,error,0.0,
13619,159970,Test,start,not succeed,0.0,
13620,2161349,Control,confirm,error,0.0,
13621,6452989,Test,confirm,error,0.0,
13622,3821650,Test,confirm,error,0.0,
13623,2844207,Test,start,not succeed,0.0,
13624,7065877,Control,start,not succeed,0.0,
13625,2900275,Test,,succeed,35.5,142.0
13626,7559687,Control,,succeed,95.5,382.0
13627,5048844,Test,confirm,error,0.0,
13628,1889858,Control,,succeed,139.0,556.0
13629,9809166,Control,start,error,0.0,
13630,5022977,Test,start,not succeed,0.0,
13631,4943848,Control,start,error,0.0,
13632,3943036,Test,start,not succeed,0.0,
13633,6348683,Test,,succeed,136.5,546.0
